plan_id,state,metal_level,rate,rate_area
48501WF2863644,NC,Gold,466.99,9
76262HM4212995,IN,Silver,504.72,6
36026BJ3545438,OH,Silver,251.18,1
65788UJ3554628,IN,Bronze,306.23,13
25272DF6311608,TX,Silver,326.41,19
74585TY2651921,MO,Gold,422.32,3
04365FF6075566,NC,Gold,339.79,10
19232NN4525923,KS,Platinum,341.25,2
69093FL0572875,IN,Gold,481.26,7
71206UT6764550,LA,Silver,367.64,8
08312HQ0063189,SC,Gold,279.51,18
96023MI7477938,FL,Platinum,418.38,22
36493JO9818527,GA,Silver,287.8,10
81909LG2302837,AZ,Bronze,184.23,5
66560IX3159533,MI,Gold,381,7
48670LB6229283,FL,Gold,360.45,66
91846BB3453424,FL,Silver,399.27,58
85016PG3495884,FL,Bronze,272.66,41
00504GU8365340,MI,Catastrophic,187.22,1
72253NJ8245375,SC,Silver,275.38,26
82548BK4545093,ND,Silver,265.63,2
52446PZ0232661,MI,Bronze,247.57,12
58259NX3087388,MO,Silver,281.53,6
76532IP0856494,GA,Silver,321.07,4
15159SK9154235,OH,Gold,366.15,15
21855VP0993316,FL,Bronze,223.81,35
36735FA7528041,WI,Silver,436.62,6
85777CH1481811,SC,Silver,318.17,39
20635FQ4821506,GA,Bronze,319.41,4
92175VR8055019,MS,Platinum,345.91,1
77154MT3855822,MT,Bronze,224,2
82916DU0852376,FL,Bronze,235.84,56
22966BF1406718,MO,Catastrophic,204.66,8
71845PB1973947,KS,Bronze,210.35,4
93790GB6343594,NC,Catastrophic,238.92,6
92605NN5030797,SC,Bronze,228.39,31
42859FG2024986,SC,Gold,361.15,46
37317MT8640458,WI,Bronze,260.09,15
82673SK5334297,WI,Silver,376.49,9
62725LJ1192088,OH,Silver,357.76,1
97469AD4951739,MT,Gold,303.04,2
19382LT5587736,TX,Gold,452.97,4
37555LH7459464,FL,Bronze,267.25,30
46596XU0607383,MO,Bronze,307.2,1
29481QJ1110781,TX,Bronze,181.38,5
14354OC6291914,OH,Bronze,227.65,13
90403FR8730607,IL,Silver,223.45,1
43388NY1485734,MS,Silver,287.14,1
62297BG6372321,IN,Platinum,680.64,9
25876JF6210487,SD,Gold,344.28,2
71508TP0237038,VA,Catastrophic,165.95,8
41401LZ6223871,SC,Bronze,248.74,44
71713UJ8703438,NE,Bronze,230.37,1
63166GB5285203,LA,Bronze,289.47,3
87392QJ9368869,SC,Silver,280.95,32
17315LI9251758,WI,Bronze,317.84,4
31870DG1849870,TX,Bronze,207.68,3
33784XW2910713,FL,Catastrophic,208.97,53
96519RJ0932844,MO,Gold,359.41,5
01029NG4334433,LA,Gold,454.87,5
54423BC2817879,SC,Silver,258.21,36
67329ED6763163,SC,Bronze,202.66,28
22771HU0981503,TN,Bronze,185.32,7
66411VJ3227349,LA,Gold,408.65,4
47695PG4934156,WI,Catastrophic,213.88,16
96509TE7998359,ME,Bronze,212.56,1
69378NT5210012,AZ,Silver,437.42,7
48729TR4835143,VA,Silver,279.68,3
88006AP5133355,ME,Catastrophic,266.78,4
72522GT7696989,SC,Silver,237.91,9
12950QS1618196,OH,Bronze,271.52,10
63104JK4025758,LA,Platinum,366.32,1
25748BS4620184,FL,Platinum,365.93,65
93463IR6513507,FL,Silver,309.44,43
76486RC6647412,MS,Gold,339.77,2
72756KY8502632,AZ,Bronze,367.9,2
36103AG7233803,GA,Bronze,319.4,10
71627RN8729534,ME,Bronze,225.48,1
29828PH3071424,GA,Bronze,248.18,8
35262BM3363472,TN,Silver,236.4,2
12526VS0310573,NE,Silver,270.75,1
02028WM2497191,GA,Platinum,555.3,5
41171XT2806792,SC,Gold,354.42,31
62120GF2548117,TN,Gold,383.17,8
78461BX5523940,VA,Bronze,258.25,1
00436UR2008981,WI,Silver,262.7,14
88061LU4891308,PA,Bronze,243.24,6
04789DQ1699117,SC,Silver,503.56,45
96955HR7441110,SC,Silver,263.98,22
64552PE0034820,OH,Gold,415.4,16
09890VS0198254,SC,Silver,321.07,24
27390SR5635058,TN,Silver,301.74,7
82690MD2569342,FL,Platinum,476.96,66
26549EH4922661,GA,Silver,276.43,9
23232XE6027168,TX,Bronze,244.83,24
98302VL1972329,MI,Gold,403.26,9
32379OR8085253,LA,Gold,305.73,5
20131OW9177039,VA,Bronze,269.27,6
40272UZ0412965,FL,Silver,312.52,9
02512BC8407050,UT,Silver,190.32,3
92809PF7073565,NC,Silver,361.33,11
19669LZ8814972,FL,Gold,350.45,64
13405DN3626814,FL,Platinum,436.29,61
97356KM6736443,MO,Gold,332.1,1
47376MG9462710,GA,Gold,351.27,16
46042ZC8044033,OH,Gold,361.84,4
35254HC4026630,OR,Platinum,335.72,1
16000WV5673207,AZ,Bronze,217.3,1
00539BY4466634,OH,Silver,304.82,14
29734PF2829470,FL,Silver,325.16,11
27951QG6979824,SC,Silver,278.54,30
32457XQ6949286,SC,Platinum,692.95,40
30589NN6488163,MI,Silver,299.9,6
34545NN1041395,GA,Catastrophic,178.35,3
95370CE5954225,FL,Catastrophic,233.46,5
73200BV2526412,AK,Silver,546,3
05727HH7850620,SC,Silver,274.45,42
27703XR3382711,UT,Bronze,180.45,3
51710DC1477848,MO,Bronze,267.93,9
18996BG4323146,TX,Bronze,214.76,3
90211RT6996459,TX,Bronze,237.45,18
06244SE1203385,SC,Bronze,414.99,5
71141SX7371253,FL,Bronze,235.91,15
45038SQ2188284,SD,Bronze,231.77,2
00929BZ5009489,SC,Silver,299.16,32
22148OJ3118337,NC,Silver,363.55,13
25547KR7875722,GA,Silver,277.4,3
76009WB5640120,VA,Bronze,234.12,8
57326HA8987630,GA,Bronze,311.86,15
91805PR4653445,OH,Silver,324.88,13
51195NS7439555,OH,Bronze,211.77,5
35385QG5151857,TX,Silver,432.09,25
17215IN2495491,WI,Bronze,257.03,6
71387HH7347358,AK,Bronze,481,1
23077IN2032130,SC,Silver,281.53,38
86700ZV0636607,VA,Bronze,314.2,2
00081MQ3971311,SC,Gold,349.76,3
24492AL7331805,SC,Silver,262.68,25
10782WT8668779,PA,Silver,225.81,5
67812NW8627618,FL,Silver,341.68,30
59680DZ9848937,OK,Silver,290.04,5
19318PF5928784,SD,Silver,275.09,2
70480ZG6242261,IN,Silver,320.57,10
47274IC9727434,PA,Silver,257.47,9
65661MS4811769,SC,Silver,295.63,11
89375DP5897878,IN,Gold,414.72,14
93458QE9986183,FL,Bronze,305.31,12
96483ZV5140885,MS,Silver,356.47,4
65355KY5786324,FL,Bronze,329.8,15
23599OL2571133,MI,Platinum,496.46,8
74873WJ7409002,WI,Catastrophic,236.65,8
67176UW4109671,PA,Bronze,147.96,4
83697GC6227891,OR,Bronze,187,2
96489GD6460081,FL,Catastrophic,217.99,41
84313CN2014550,AZ,Bronze,195.96,5
29649UE2923293,AR,Catastrophic,139.91,7
35409EP5927584,AZ,Gold,366.64,3
98884JR2044872,LA,Platinum,461.23,5
47111VQ9196163,IN,Gold,245.48,16
85341WC2774004,FL,Bronze,271.86,31
83399MJ5301188,KS,Gold,241.24,5
61378YE1423907,OH,Silver,304.69,3
17710UR3089736,FL,Silver,444.33,43
55662NP7005042,SC,Bronze,393.72,27
64217EU7434739,MO,Silver,313.78,10
01605II2948660,SC,Silver,484.92,22
34266FM8321375,IN,Bronze,221,4
08535HS9353457,SD,Bronze,218.32,1
18554BM3980729,WI,Bronze,335.79,9
49875EM6882171,KS,Silver,223.29,2
04844GX1252837,SC,Silver,278.08,44
62572JC4179445,ME,Silver,477.85,4
35805KE5063778,SC,Silver,300.38,28
16982QF8216038,UT,Bronze,207.24,4
95555BM0457126,IN,Silver,366.62,5
14513SP4320454,TX,Silver,221.23,15
28151CD5958438,GA,Silver,288.07,10
56596PD0375805,NC,Gold,393.09,6
54602DH9283612,MI,Bronze,269,12
53707GP1126813,SC,Gold,354.68,33
49865KY3947363,IL,Silver,251.96,12
11417YY5932332,PA,Bronze,216.06,4
84751YC3930765,MO,Silver,302,10
91683NR1168457,OH,Silver,340.85,3
73044DM6037682,WI,Bronze,293.25,16
63222QK7322842,FL,Silver,346.18,34
95113AM3013598,AL,Gold,338.69,10
63994QO1702396,TX,Bronze,205.3,14
48278KI6321750,TX,Silver,238.87,13
80017VS7842584,GA,Bronze,247.92,11
34649HE8072322,OH,Silver,247.41,4
17162MQ2399363,SC,Silver,288.4,42
13985RS0773530,OR,Catastrophic,190,2
11329TP3528746,GA,Bronze,272.51,13
84291ZR3260798,AL,Gold,291.09,11
17304OX7410419,MT,Bronze,229,1
00211KI3982606,AZ,Gold,367.69,1
85433IG8359937,TX,Bronze,310.86,8
63915CB7451893,IN,Bronze,259.45,2
23218SC7482021,MO,Silver,276.75,1
89391MT6151841,WI,Silver,314.56,14
17803CY7106609,SC,Gold,362.66,40
47766SQ3188988,SC,Bronze,265.96,28
82440LS0477138,TX,Bronze,301.83,9
66723VK7029426,IN,Bronze,219.09,15
31756XG5076953,WI,Silver,393.53,12
34968UT3492208,VA,Gold,308.62,2
80829TE0277528,IN,Silver,367.98,10
78954LS8501875,ND,Gold,372.79,3
03588GT7928748,MO,Gold,336.53,6
00882FH3130628,VA,Bronze,211.85,7
28271JH5044011,SC,Gold,361.09,35
42491TU8588240,SC,Silver,231.97,25
55298LM5348169,SC,Gold,269.54,18
48613EK5530249,PA,Silver,325.1,9
69001XG3998897,UT,Bronze,189.69,6
67904VN6874517,NC,Silver,260.48,9
01057IG8886077,SC,Gold,358.7,33
77035HR2204270,WI,Silver,371.94,8
98732NO0034744,LA,Gold,388.48,5
47628HF6203641,OH,Bronze,229.1,12
26933YR0331315,OK,Gold,342.19,5
14898SJ1234254,AZ,Silver,366.56,3
60148MR3876013,AZ,Silver,236,4
94670PB1891235,IL,Silver,253.82,10
41377JD1921983,TX,Gold,286.76,10
95901KH1812343,SC,Bronze,399.62,22
09802MH0442855,OH,Silver,325.8,5
05170AF6145400,PA,Silver,311.86,6
72586LQ5398660,VA,Bronze,262.35,11
47872VV9886714,OH,Silver,354.9,1
29106TC6901398,SC,Gold,385.16,4
07215XB1029598,GA,Bronze,221.48,12
20806YV5525453,OH,Silver,342.69,9
06160FI7117744,AZ,Silver,245.69,5
12625EC4010117,OH,Silver,328.13,13
39104EY9308455,OH,Silver,346.85,5
83785YZ9657031,FL,Bronze,273.5,67
08042DW9874584,UT,Silver,263.57,4
26092HW2296905,AL,Silver,259.34,6
31362PE0587868,SC,Bronze,268.77,17
00633DV1263576,IN,Silver,349.5,5
18839KL7221761,WI,Bronze,319.28,4
26068QF5555243,MI,Bronze,317.48,9
47077TN9425504,NV,Silver,344.83,2
63632DX5166437,SC,Gold,367.85,37
27821FI5787682,OR,Silver,227.39,3
17944FC4530826,OH,Bronze,212.62,8
23990ZG9290445,OH,Silver,290.01,12
94468GH9697443,GA,Gold,354.15,5
23473QL1790477,GA,Gold,378.93,13
55129YK2095038,IA,Gold,325.23,6
46799KS0791333,NV,Bronze,293.22,2
60540PA8436327,PA,Platinum,400.96,6
90078KM7611831,FL,Silver,356.11,1
31696PK6137844,TX,Silver,313.44,13
78097KH5640315,PA,Silver,264.95,9
91785HD2357019,WI,Bronze,324.9,1
16786IJ4689944,FL,Bronze,259.46,28
46678SL5234697,WV,Silver,324.87,2
17644ZW8430040,FL,Silver,313.78,66
06760RS9532355,WI,Bronze,358.44,4
09830NG7907683,OH,Gold,358.01,3
87161CH2911641,FL,Gold,398.38,63
22607OQ0171287,WI,Silver,303.2,8
65077MB7873742,OH,Bronze,284.03,8
41679TM2422173,GA,Platinum,471.96,1
00680GQ5145716,WI,Silver,415.13,9
82051PR7059301,UT,Bronze,188.8,1
88630LK4760170,WI,Platinum,624.86,15
04489ZT2559955,TN,Gold,303,2
94175DY1923706,MI,Bronze,205.57,6
79209LF8885578,MI,Silver,332.02,1
69671UJ0866479,TN,Silver,322.14,5
34959MU6623874,AZ,Gold,367.69,1
31584NP1413090,UT,Catastrophic,142.39,3
94221OD2791562,IL,Silver,244.82,2
06366UG6286157,MO,Bronze,226.12,7
01371QT9265710,FL,Gold,416.07,37
16272VU3000370,MI,Gold,391.1753594,2
79027JM1132444,TX,Gold,287.1,21
72577OA1487388,IL,Platinum,337.05,1
60244AY3987248,WI,Silver,412.57,12
76622YU1086558,IL,Gold,261.31,2
30119AV0011892,SC,Silver,351.38,4
03027DC0873472,SC,Silver,268.93,32
58031IH4164520,KS,Gold,280.54,3
57066GG5905894,VA,Gold,344.46,11
69299YQ6891619,FL,Bronze,244.61,34
63662BH6409246,GA,Silver,310.82,4
68052RW6414792,MO,Bronze,236.13,6
37303FL6090484,MI,Gold,370.1935483,3
15547EV2217756,IN,Silver,368.98,5
37323VG7959788,MI,Catastrophic,182.9,13
68510KC0825295,TX,Silver,325.31,23
11036TH7457813,TX,Gold,418.18,21
18874QS3971199,MT,Gold,359.73,2
15711DG4674104,WV,Gold,351.81,8
41015MN1790412,MI,Silver,286.73,1
56479PU6035261,GA,Catastrophic,227.56,12
91220EC8037768,OR,Silver,230.58,5
09605VD9219940,SC,Silver,299.02,16
48191MC6191283,MI,Gold,374.29,12
29674CI1492595,PA,Bronze,182.65,5
78450GI2251620,MI,Bronze,308.24,7
85486FH4385817,SC,Silver,305.2,29
83042IB3218947,SC,Bronze,213.54,11
88576CG6349782,FL,Bronze,316.05,35
19312LO8398692,MI,Silver,319.09,8
31390WU6274044,FL,Silver,331.91,19
45327TT4583283,TX,Platinum,419.8,19
10780NN5707452,SC,Catastrophic,247.57,24
94210NF7106392,SC,Bronze,226.29,34
73296XB0453456,IL,Gold,334.17,5
10209RM0930523,WI,Bronze,264,13
60320DF8848650,FL,Silver,257.92,59
17031TJ6750965,TX,Silver,336.81,13
65591EB5661109,WI,Gold,378.03,11
80999CW5410712,MI,Bronze,190.33,1
23408WP2844747,NC,Silver,354.85,6
77585FF1773359,SC,Gold,358.52,46
01024YL8526215,WI,Silver,530.19,6
58908EU3901602,GA,Silver,226.61,14
50377FG3522895,AZ,Silver,228.47,5
90288PM3365844,FL,Platinum,403.19,61
91499WR9672954,VA,Bronze,267.63,5
83078EH8588949,ME,Bronze,367.55,4
97344ZF4169710,OH,Gold,292.75,6
43223SP4827529,IA,Bronze,339.77,3
02216YM8360686,IN,Silver,356.46,13
62008FA2964167,TX,Silver,258.61,19
82848II3592385,IL,Gold,414.28,13
80376MX2421791,AR,Bronze,225.77,5
52974NL4299143,FL,Silver,386.47,64
25597GZ9821670,GA,Silver,344.01,6
17768VO9028252,WI,Silver,288.04,14
70079TF3118013,WI,Bronze,288.92,11
46753JM9605387,WV,Silver,320.62,3
67773PH5576970,IN,Bronze,295.16,6
28851FH6419521,UT,Gold,335.48,1
13424NU7175436,VA,Silver,300.29,9
98078QI0204329,NC,Silver,319.77,7
10231JQ6046351,PA,Bronze,160.33,5
47794RC6028969,IN,Silver,300.75,15
90498DO1864563,OR,Silver,299,3
60458OH5964817,OH,Bronze,251.63,16
95690ET9349053,AZ,Silver,251.99,4
30328CD4261363,WI,Gold,385.38,10
35087YG6423526,OH,Bronze,223.45,12
73520GG8319386,FL,Bronze,241.55,27
52080XP1633929,NC,Silver,310.74,15
27674DV1625060,SC,Bronze,273.45,17
59930WW6620897,PA,Silver,203.65,4
90985IJ1641156,OR,Gold,283,2
48451ZA1361183,OH,Bronze,203.88,4
34292IT8054815,TX,Gold,338.22,18
80011WQ2623869,SC,Silver,311.42,34
67046XI3362346,SC,Catastrophic,203.9,19
29064WT4916959,OR,Gold,339,6
90757XS9142812,KS,Silver,217.7,7
67315RK0649469,OH,Gold,406.75,15
84208NJ2416990,FL,Platinum,504.85,58
29621JD5417246,SC,Bronze,269.08,8
89207VT3671046,TX,Silver,321.79,26
03474OX7937150,ND,Bronze,246.05,3
70097OP9106376,FL,Gold,329.63,8
22776SV5607612,OH,Catastrophic,222.52,11
66993XM6065168,OH,Silver,293.62,15
69561NV5075496,AR,Gold,325.7,5
56397IA8732300,AR,Silver,328.93,1
36397PP2366262,SC,Silver,290.68,45
99346HB1654474,NC,Catastrophic,205.91,9
35558QO6538060,OH,Silver,262.73,11
85708LB0279698,PA,Silver,359.16,7
51577GC7038860,NV,Silver,346.82,3
46495HW4475521,FL,Silver,408.1,34
57492ID4456019,SC,Silver,305.77,37
36539FS3510089,TX,Silver,368.41,8
61366ZR3285115,SC,Silver,494.25,40
10956OC7651656,MO,Bronze,224.73,4
89127OG8011826,SC,Bronze,252.66,36
14774CX3449206,SC,Bronze,251.57,14
31618UQ8059624,SC,Platinum,692.95,17
36250ML9808016,MS,Gold,427.18,6
97030SV7525531,WI,Gold,452.78,8
52168SC5035651,SC,Catastrophic,210.7,27
14858CH7109899,OR,Silver,255,3
86563XH5395731,PA,Silver,301.39,5
20650YA8820204,MO,Bronze,238.03,3
25490RG2064278,SC,Bronze,265.45,33
85967YI1706703,OH,Bronze,267.62,11
48564SO0847768,PA,Silver,288.58,7
65338EX5052119,FL,Catastrophic,171.24,63
48427TL3760205,NM,Bronze,254.82,3
62360UW5579739,SD,Platinum,391.53,3
81541PE3845447,SC,Silver,286.08,41
32165TK9237197,AR,Silver,307.99,3
16493VP5500241,FL,Gold,332.96,52
93794MK1730636,OH,Bronze,218.44,15
32688KO8270064,FL,Silver,286.58,26
82009MT0082871,SC,Silver,297.21,16
51750UK9978385,TX,Silver,270.3,11
04969KQ7029559,GA,Silver,363.68,3
05985DE8828848,MS,Silver,287.99,1
43401GD5665875,SC,Silver,285.89,18
46306EV5335138,FL,Gold,335.71,51
72958SI5506357,WI,Silver,382.09,1
59239HO6872242,OH,Bronze,193.18,11
56113AU3064525,SC,Gold,352.62,3
80577JC2232873,SC,Bronze,388.71,23
04094UH4283479,MI,Bronze,215.76,1
36431CX3585617,FL,Gold,398.38,14
51587LT7399859,IN,Silver,347.68,10
08029LK7231986,SC,Silver,313.44,17
16028TH7761380,AK,Bronze,528,2
40088EU9928048,FL,Silver,324.61,2
21205LF7228604,GA,Silver,402.06,15
06787TW9268820,OH,Platinum,421.39,1
53787JR0364523,MS,Bronze,226.76,5
42779SF6782635,AL,Silver,256.21,1
60155EN4972284,ND,Catastrophic,210.82,3
72715MJ1959897,IN,Gold,414.72,8
04400UO5031443,MI,Silver,317.82,9
85759EE2097983,GA,Gold,303.05,10
66501WY4662892,FL,Silver,414.79,57
74710LB9491661,AZ,Silver,292.9,3
31979RE3126384,SC,Bronze,233.97,42
81761OT0167195,OH,Bronze,243.95,9
12462VG6573876,SD,Silver,264.32,2
64351XA5412752,SC,Silver,273.61,36
93284GL0615438,SC,Catastrophic,173.5,22
97117EU1843137,FL,Platinum,377.6,15
95098FC8083874,FL,Bronze,317.3,7
71973LG5999648,FL,Silver,361.8,35
27631CP6486830,AR,Gold,315.28,4
47939HS4628123,MS,Gold,342.29,1
51927JD5613713,IL,Gold,328.35,4
93038ZD3657925,NV,Silver,346.11,2
20492XF0346267,OR,Silver,263,4
48335VN5612958,SC,Gold,314.3,27
83328JX9151143,MI,Gold,424.38,10
89807SN8441842,VA,Silver,278.38,5
49138FF4006632,AZ,Silver,226.04,5
77293RR6263500,AZ,Silver,236.84,6
02416TM1509058,MI,Silver,270.88,5
54704CU9745246,WI,Silver,347.42,14
89143NG2401111,TX,Catastrophic,207.52,18
17728XH0811632,GA,Bronze,330.86,10
87322RM9052973,WI,Silver,322.2,7
79845UT5953127,TN,Gold,334.12,2
38261TX1875481,IL,Gold,338.81,8
48401CT4976087,TN,Silver,256.52,4
01591SW6206750,IL,Bronze,292.91,5
38755DE4745690,SC,Silver,300.72,17
15789FB1445800,FL,Silver,269.81,46
76448GP2220532,WI,Bronze,261.37,7
92211DJ2479066,AZ,Gold,331.02,7
16279RG4650556,SC,Gold,342.38,5
81873KZ1357250,FL,Silver,353.59,24
12569YM3191200,IN,Bronze,256.98,1
29240HS2461144,FL,Bronze,359.39,54
65426ML8699901,SC,Bronze,274.2,19
70671TB4758903,NV,Bronze,257.7,3
69863CC0214830,SC,Bronze,257.69,32
64403LF4998307,NH,Silver,276.49,1
97518MC5850345,FL,Silver,358.06,66
38059SA9901835,UT,Silver,265.26,1
17191JQ4790493,SC,Platinum,649.08,44
14631DO3602634,IL,Silver,229.47,1
88476WH6009661,MI,Silver,295.28,7
79492HH4751100,FL,Gold,415.54,7
89514CV8034325,FL,Silver,299.74,10
20529LV8771015,OH,Bronze,312.21,10
58215MC9493896,NC,Silver,321.8,1
33631JK4474295,OH,Silver,251.18,6
79412SH1043232,NC,Bronze,301.38,16
51668HC9100815,IN,Gold,283.19,16
71498CG4821786,MS,Gold,448.34,4
26507RG0526189,SC,Bronze,388.71,4
34566XV7568451,SD,Silver,281.3,3
17932QV2051090,FL,Catastrophic,228.11,50
31190JN4302368,WI,Bronze,247.08,16
64039ST4037985,WI,Bronze,310.97,12
06404HP4930662,PA,Platinum,414.62,5
36481CD2072707,UT,Silver,246.6,3
80941ZN1479104,FL,Catastrophic,259.59,30
63964TB1331019,WI,Bronze,266.52,16
07165GM2773328,UT,Bronze,198.58,4
38291EE2423780,SC,Bronze,202.66,14
60032VW0608122,IN,Silver,320.26,6
22358SJ5484713,PA,Gold,210.57,1
62529XH7040085,WV,Silver,278.9,10
69949DP2154136,SC,Bronze,234.96,25
40592LW1952584,AZ,Gold,398.27,5
29775VC8682099,IN,Silver,369.94,2
96798NK6477095,NM,Gold,357.35,2
50347DK8940366,FL,Platinum,464.17,23
95264SB5249167,WI,Catastrophic,259.25,12
63734CO9802435,TX,Gold,395.19,16
69703KW3227467,OR,Silver,293,4
62090VD8129302,FL,Silver,366.19,23
67633FO2235120,WI,Bronze,325.91,9
67179NE1065612,FL,Platinum,365.31,8
23796RD0309564,TX,Bronze,214.38,9
25160OZ2872092,GA,Gold,333.73,10
96572KD1917020,WI,Silver,382.38,5
58470DP1833187,WI,Platinum,409.25,7
20109GT1809009,FL,Silver,249.83,22
06741BA2185207,IN,Bronze,293.38,12
46477OC3054651,FL,Platinum,460.78,63
40609JD4341853,OR,Bronze,260,6
47314BI7041121,SC,Bronze,429.66,34
77724QN2755072,IL,Bronze,207,8
94833CV0206038,AZ,Bronze,393.12,3
91977CD1796643,SC,Gold,347.09,18
29691DN3031773,AL,Bronze,206.72,1
54747LV1971483,FL,Silver,366.5,17
25647BZ7306630,PA,Silver,237.38,5
31452OM2413131,MI,Silver,327.09,16
02825JW3671054,SC,Silver,288.65,42
26003NB9340894,OH,Catastrophic,187.46,15
24764HM7533655,TN,Silver,244.89,1
62904QK5165382,ND,Gold,356.8,2
50081BE9646962,FL,Bronze,251.79,39
31809ME8593672,AZ,Bronze,242.28,1
21378MW5223562,VA,Silver,287.89,6
18440LX3516053,IL,Gold,380.77,10
37234EV5344344,MS,Bronze,314.32,3
39141KB5353232,SC,Bronze,414.99,9
30072KK7226049,TX,Gold,278.89,26
97890MO9872233,SC,Silver,295.05,8
05798UD7240362,OR,Silver,265,3
54941DX8052730,TN,Platinum,451.16,5
85407KG0850705,UT,Silver,239.61,4
91412EQ6038343,IL,Silver,203.54,6
02839YR9903414,SC,Bronze,255.16,7
69644RH7081412,MI,Silver,282.0596685,8
52031JE6048405,MI,Gold,325.36,2
16203UW0692570,IN,Silver,339.73,5
56765JK5583657,OR,Gold,344,6
76467ML6248340,GA,Bronze,309.2,13
36257YR5019399,MO,Bronze,324.67,10
19691XD9916230,AZ,Catastrophic,152.03,4
85808DB8579271,MI,Bronze,240.8,14
71793YD0768097,GA,Gold,356,4
01963RT3007182,UT,Bronze,217,5
93059KM8356941,SC,Silver,285.65,11
67808SK3136528,WY,Bronze,395.3,1
25203BK8614266,WI,Gold,392.08,1
49048RW2609011,MI,Silver,315.67,12
30087MU1915845,GA,Silver,339.97,4
97132VZ7950062,WI,Bronze,297,6
61157JY7071483,NC,Silver,309.44,7
69799ST7504262,OH,Silver,345.77,14
54020QI0256277,FL,Silver,285.31,6
63483OW8398674,OH,Silver,299.14,7
03836HD0988943,SC,Bronze,244.28,38
95140PJ5479425,AZ,Gold,369.65,4
80325KN0369200,SC,Bronze,262.83,5
85567KD1738027,OR,Bronze,266,5
24138QX7695050,FL,Platinum,413.87,10
52251LH2006354,IL,Bronze,216.71,7
86786BD8892724,SC,Bronze,275.46,29
07138IC1099489,OH,Gold,382.71,12
93198BJ1214021,SC,Gold,304.68,36
34896EX0911644,SC,Silver,277.5,10
94485CL2569440,UT,Bronze,199.26,1
86773GG9661463,FL,Bronze,238.14,12
88238HD9103752,TN,Gold,369.62,4
65299QD6126019,OK,Gold,413.26,3
59119YG7100618,WI,Silver,262.6,2
61641VE6634003,WI,Bronze,285.3,11
22885RF2417532,FL,Platinum,334,59
85679FM2680565,FL,Platinum,410.75,42
79876KG3875405,OR,Gold,368.65,4
00827RF4305353,SC,Silver,283.2,1
73490NG2445228,NM,Bronze,165.94,4
82370XA9042634,NE,Bronze,268.62,3
51404MF2148840,IN,Silver,347.09,11
15989BC2456905,SC,Silver,320.46,45
07313CY0208075,SC,Silver,327.97,2
07109JG9729510,AZ,Bronze,258.2,5
82134DK5945704,FL,Bronze,220.49,3
09957FR6147731,VA,Bronze,247.07,6
99827FG5208434,AZ,Silver,361.69,1
26842GE2361400,NC,Platinum,387.28,11
90263MC2750309,TN,Silver,327.11,7
52792HL3133599,SC,Catastrophic,227.49,10
15734UP1304154,FL,Platinum,396.68,13
10182EF4976906,MI,Bronze,223.5468287,5
97687XT2441470,TX,Bronze,218.56,15
45837LH3955106,NC,Gold,426.14,1
87541CL6366356,GA,Bronze,193.18,2
04420SP5944112,FL,Gold,304.78,6
23741ZG9249398,FL,Bronze,329.84,2
57341JW4383397,FL,Silver,429.2,47
76645SU5887595,FL,Platinum,460.78,14
07710VV1587116,SC,Silver,315.74,45
57109WU0885525,SC,Silver,293.28,41
69765FX5446875,FL,Gold,315.66,28
94169IR9099398,SC,Catastrophic,249.17,45
16336KQ4969626,IL,Silver,297.04,5
43901QR4724151,MI,Bronze,212.49,15
75845TM3664770,SC,Silver,307.55,39
06958CR3893449,AZ,Gold,380.68,1
15153YM4047669,ND,Silver,315.23,4
14313MI1630517,UT,Bronze,221.32,3
03848FQ0243609,WI,Silver,293.8,1
71383EJ3320193,NC,Bronze,308.68,6
74237EN2603842,FL,Bronze,257.86,26
24119FC1603737,FL,Gold,346.24,45
36327VS7606021,GA,Silver,261.24,8
48943FO0609431,TN,Silver,217.59,6
75436QK9344720,OH,Catastrophic,230.5,11
76406OF1712271,SC,Platinum,667.3,18
57032YR8903172,MI,Bronze,228.92,14
83101HI6607208,PA,Gold,291.29,2
68905YT4656254,SC,Silver,316.26,45
24774BI5985309,SC,Silver,302.11,10
08975PW1451756,OH,Bronze,227.38,14
07690VM8033257,SD,Bronze,218.32,4
35535RK9211258,IN,Catastrophic,256.98,7
82172NL3894265,MI,Silver,317.19,11
71659OV9560091,FL,Bronze,204.01,30
06170VW4111864,SC,Bronze,271.29,40
55840CI6960797,GA,Silver,287.89,16
29210UE0251273,OR,Silver,226,5
63809QA0747574,WI,Gold,384.17,14
14574WV6021271,MI,Platinum,347.46,5
00325IL9545078,OH,Silver,395.34,2
88894MC7045104,FL,Gold,353.3,34
09087KF0885886,NV,Bronze,344.21,3
19896PV9824516,LA,Gold,453.27,7
42119KS8889959,AL,Gold,286.78,8
03826TN2860031,SD,Gold,376.93,4
32706MF0574724,FL,Silver,331.46,37
82841PC8855614,NV,Gold,290.8789458,1
23025EB8142822,PA,Silver,211.23,6
00877LZ7068233,SC,Gold,338.55,1
04323EK2008216,OH,Silver,270.03,15
42280TI4101371,TX,Silver,330.76,24
91852LF7594199,IL,Gold,263.79,3
45574XJ3615112,TX,Silver,348.61,25
49554ZX9508034,SC,Silver,262.86,25
19253QB8368165,VA,Gold,351.41,5
39475AR9737673,FL,Silver,369.08,59
61960DT8604325,SD,Silver,283.3,3
